Customer ID,Age,Gender,Item Purchased,Category,Purchase Amount (USD),Location,Size,Color,Season,Review Rating,Subscription Status,Payment Method,Shipping Type,Discount Applied,Promo Code Used,Previous Purchases,Preferred Payment Method,Frequency of Purchases
2289.0,28.0,Male,Jewelry,Accessories,91.0,California,M,Orange,Fall,3.8,No,Credit Card,Next Day Air,No,,50.0,PayPal,Weekly
2290.0,70.0,Male,Shorts,Clothing,82.0,Nevada,M,Orange,Fall,4.1,No,PayPal,Free Shipping,No,No,47.0,Venmo,Weekly
,37.0,Male,Boots,Footwear,48.0,,L,Magenta,Winter,3.3,No,Venmo,Standard,No,No,23.0,PayPal,Quarterly
2292.0,28.0,Male,Coat,Outerwear,30.0,Ohio,M,Indigo,Spring,5.0,No,PayPal,2-Day Shipping,No,No,13.0,Credit Card,Quarterly
2293.0,43.0,Male,T-shirt,Clothing,34.0,Vermont,S,Beige,Spring,3.8,No,Debit Card,Next Day Air,No,No,31.0,Debit Card,Monthly
2294.0,37.0,Male,Sweater,Clothing,68.0,Georgia,L,Green,Fall,3.3,No,PayPal,Express,No,No,16.0,Debit Card,Every 3 Months
2295.0,54.0,Male,Sunglasses,Accessories,95.0,Maryland,M,Red,Winter,5.0,No,Venmo,Express,No,No,40.0,Debit Card,Annually
2296.0,50.0,Male,Hat,Accessories,22.0,Connecticut,L,Beige,Spring,,No,Credit Card,2-Day Shipping,No,No,45.0,PayPal,Quarterly
2297.0,46.0,Male,Gloves,Accessories,88.0,Washington,M,Green,Fall,2.5,No,PayPal,Next Day Air,No,No,,Venmo,Every 3 Months
13220.850651464512,60.0,Male,Socks,Clothing,83.0,California,M,Orange,Summer,4.7,No,PayPal,Standard,No,No,1.0,Bank Transfer,Quarterly
2299.0,40.0,Male,Handbag,Accessories,87.0,Montana,,Cyan,Spring,2.9,No,PayPal,2-Day Shipping,No,No,10.0,Cash,
2300.0,64.0,Male,Coat,,57.0,Idaho,M,Violet,Summer,3.7,No,Debit Card,Store Pickup,No,No,48.0,Credit Card,Every 3 Months
2301.0,18.0,Male,Coat,Outerwear,,,XL,Lavender,Summer,4.4,No,Venmo,2-Day Shipping,No,No,38.0,Credit Card,Monthly
2302.0,37.0,,Pants,Clothing,20.0,Maine,L,Turquoise,Winter,2.9,No,,Next Day Air,No,No,21.0,Debit Card,Annually
2303.0,36.0,Male,Belt,Accessories,39.0,Montana,L,Pink,Summer,3.6,No,Cash,Store Pickup,No,No,38.0,Venmo,Monthly
2304.0,51.0,Male,Sunglasses,Accessories,71.0,New Jersey,S,Beige,Spring,4.8,No,Bank Transfer,2-Day Shipping,No,No,31.0,Credit Card,Fortnightly
2305.0,26.0,Male,Hoodie,Clothing,73.0,Louisiana,L,Silver,Winter,4.7,No,Bank Transfer,Free Shipping,No,No,9.0,Debit Card,Fortnightly
2306.0,68.0,Male,Handbag,Accessories,63.0,Maine,M,Gold,Summer,2.6,No,Cash,Free Shipping,No,No,47.0,Cash,Weekly
2307.0,27.0,Male,Gloves,Accessories,78.0,Florida,L,Silver,Winter,3.4,No,,Standard,No,No,8.0,Cash,Bi-Weekly
2308.0,28.0,Male,Skirt,Clothing,96.0,Missouri,L,Green,Fall,3.5,No,Bank Transfer,Next Day Air,No,No,30.0,Debit Card,
2309.0,49.0,Male,Sunglasses,Accessories,81.0,North Dakota,M,Teal,Winter,3.4,No,Bank Transfer,2-Day Shipping,No,No,22.0,Bank Transfer,Quarterly
2310.0,70.0,Male,Dress,Clothing,95.0,Connecticut,S,Gold,Fall,5.0,No,Cash,2-Day Shipping,No,No,3.0,Bank Transfer,Quarterly
2311.0,30.0,Male,Gloves,Accessories,68.0,Virginia,M,Cyan,Spring,4.6,No,Credit Card,Standard,No,No,15.0,PayPal,Monthly
2312.0,27.0,Male,Sneakers,Footwear,28.0,Montana,L,Gold,Spring,4.8,No,PayPal,2-Day Shipping,No,No,10.0,Bank Transfer,Every 3 Months
2313.0,19.0,Male,T-shirt,Clothing,30.0,Vermont,L,Violet,Summer,3.7,No,PayPal,Free Shipping,No,,19.0,Cash,Every 3 Months
2314.0,64.0,Male,Dress,Clothing,31.0,Georgia,M,Black,Summer,4.7,No,Venmo,Next Day Air,No,No,36.0,Bank Transfer,Fortnightly
2315.0,42.0,Male,Handbag,Accessories,95.0,Virginia,XL,Brown,Winter,4.4,No,Venmo,Express,No,No,12.0,Bank Transfer,Every 3 Months
2316.0,69.0,Male,Socks,Clothing,79.0,Vermont,M,Indigo,Winter,3.5,No,Cash,2-Day Shipping,No,No,49.0,Debit Card,Quarterly
2317.0,28.0,Male,Sneakers,Footwear,39.0,,L,Yellow,Winter,3.8,No,Credit Card,Standard,No,No,7.0,Debit Card,Annually
2318.0,47.0,Male,Jacket,Outerwear,34.0,New Jersey,M,Purple,Summer,4.7,No,Debit Card,,No,No,28.0,Bank Transfer,Monthly
2319.0,69.0,Male,Hoodie,Clothing,28.0,Wyoming,L,White,Spring,3.1,No,PayPal,Store Pickup,No,No,30.0,Credit Card,Annually
2320.0,56.0,Male,Sandals,Footwear,38.0,Maine,XL,Turquoise,Winter,5.0,No,Debit Card,Free Shipping,No,No,29.0,PayPal,Monthly
2321.0,28.0,Male,Shoes,Footwear,55.0,New Mexico,M,Olive,Spring,3.7,No,Credit Card,Free Shipping,No,No,9.0,Debit Card,Every 3 Months
2322.0,50.0,Male,Sandals,Footwear,31.0,Colorado,M,Beige,Winter,3.0,No,PayPal,Next Day Air,No,No,27.0,Debit Card,Fortnightly
2323.0,39.0,Male,Coat,Outerwear,84.0,Connecticut,S,Lavender,Spring,4.5,,Cash,Store Pickup,No,No,21.0,Venmo,Fortnightly
2324.0,35.0,Male,Gloves,Accessories,93.0,Maryland,L,White,Winter,4.7,No,Bank Transfer,Express,,No,36.0,Credit Card,Monthly
2325.0,59.0,Male,Coat,Outerwear,28.0,Oregon,L,Brown,Winter,3.5,No,Debit Card,Free Shipping,No,No,19.0,Debit Card,Annually
2326.0,44.0,Male,Boots,Footwear,55.0,New York,M,Charcoal,Summer,4.4,No,Debit Card,2-Day Shipping,No,No,,Cash,Weekly
2327.0,66.0,Male,Skirt,Clothing,63.0,,L,Maroon,Winter,2.6,,Cash,Standard,No,No,38.0,Bank Transfer,Annually
2328.0,20.0,Male,Skirt,Clothing,94.0,Alabama,M,Red,Winter,4.2,No,Credit Card,2-Day Shipping,No,No,22.0,Venmo,Bi-Weekly
2329.0,45.0,Male,Pants,Clothing,36.0,North Dakota,M,Maroon,Fall,2.6,No,Credit Card,Express,No,No,29.0,Venmo,Bi-Weekly
2330.0,49.0,Male,Hat,Accessories,97.0,Nebraska,S,,Spring,4.8,No,Venmo,Free Shipping,No,No,42.0,Bank Transfer,Annually
2331.0,60.0,Male,Backpack,Accessories,63.0,Arizona,L,,Summer,2.9,No,Venmo,Store Pickup,No,No,47.0,PayPal,Every 3 Months
2332.0,61.0,Male,Scarf,Accessories,77.0,Illinois,S,Olive,Spring,4.3,No,Credit Card,2-Day Shipping,No,No,10.0,Credit Card,Bi-Weekly
2333.0,36.0,Male,Scarf,Accessories,53.0,South Carolina,XL,Olive,Fall,2.6,No,Credit Card,Store Pickup,No,No,10.0,Venmo,Monthly
2334.0,33.0,Male,Shirt,Clothing,77.0,Kansas,M,Beige,Spring,3.8,No,Cash,Next Day Air,No,No,1.0,PayPal,
,49.0,Male,Boots,Footwear,79.0,Kansas,L,Green,Summer,4.2,No,Credit Card,Standard,No,No,7.0,Credit Card,Monthly
2336.0,31.0,Male,Coat,Outerwear,37.0,Idaho,M,Black,Summer,3.9,No,Venmo,Store Pickup,No,No,10.0,Venmo,
2337.0,19.0,Male,Belt,Accessories,94.0,California,M,Green,Winter,3.1,No,Cash,Free Shipping,No,No,11.0,Credit Card,Weekly
2338.0,39.0,Male,Boots,Footwear,76.0,North Dakota,S,Violet,Fall,3.6,No,PayPal,Store Pickup,No,No,5.0,Cash,Annually
2339.0,66.0,Male,Sneakers,Footwear,68.0,Georgia,S,Silver,Fall,4.0,No,PayPal,Express,No,No,21.0,PayPal,Quarterly
2340.0,25.0,Male,Shirt,Clothing,65.0,Illinois,L,Maroon,Spring,3.4,No,Cash,Next Day Air,No,No,24.0,Bank Transfer,Quarterly
2341.0,63.0,Male,Blouse,Clothing,24.0,Delaware,M,Cyan,Summer,2.6,No,Venmo,,No,No,37.0,Credit Card,Fortnightly
2342.0,56.0,Male,Jacket,Outerwear,31.0,Connecticut,L,Teal,Summer,4.5,No,Cash,Express,No,No,22.0,Venmo,Every 3 Months
2343.0,20.0,Male,,Clothing,89.0,Tennessee,M,Olive,Fall,4.9,No,Credit Card,Standard,No,No,16.0,,Fortnightly
2344.0,,Male,Socks,Clothing,49.0,Maryland,M,Red,Summer,4.4,No,Venmo,2-Day Shipping,No,No,44.0,PayPal,Monthly
,34.0,,Sandals,Footwear,92.0,Rhode Island,XL,Lavender,Fall,3.5,No,Credit Card,Express,No,No,14.0,Venmo,Bi-Weekly
2346.0,28.0,Male,T-shirt,Clothing,32.0,New York,S,Orange,Winter,3.3,No,Bank Transfer,Express,No,No,23.0,Bank Transfer,Every 3 Months
2347.0,22.0,Male,Jacket,Outerwear,67.0,New Mexico,L,Brown,Winter,3.1,No,Bank Transfer,Standard,No,No,46.0,Debit Card,Fortnightly
2348.0,37.0,Male,Belt,Accessories,64.0,California,S,Gray,Fall,4.2,No,Credit Card,Express,No,No,46.0,Cash,Every 3 Months
2349.0,54.0,Male,Shoes,Footwear,84.0,Maine,M,Orange,Spring,4.9,No,PayPal,,No,No,16.0,PayPal,Every 3 Months
2350.0,65.0,Male,Blouse,Clothing,,,M,Orange,Fall,3.9,No,Venmo,Standard,No,No,40.0,Credit Card,Every 3 Months
2351.0,57.0,Male,Shoes,Footwear,26.0,Hawaii,M,Turquoise,Winter,4.2,No,Bank Transfer,Free Shipping,No,No,21.0,Cash,Annually
2352.0,38.0,Male,Sweater,Clothing,50.0,New Hampshire,S,Cyan,Fall,4.9,No,Credit Card,Store Pickup,No,No,25.0,PayPal,Bi-Weekly
2353.0,,Male,Boots,Footwear,46.0,Nebraska,M,Yellow,Fall,2.8,No,Credit Card,Store Pickup,No,No,25.0,Bank Transfer,Quarterly
2354.0,56.0,Male,Handbag,Accessories,71.0,Montana,M,White,Fall,4.1,No,Credit Card,Standard,No,No,25.0,Debit Card,Every 3 Months
2355.0,56.0,Male,Blouse,Clothing,78.0,Wisconsin,M,Blue,Summer,4.8,No,Cash,Next Day Air,No,No,27.0,Venmo,Monthly
2356.0,22.0,Male,Skirt,Clothing,35.0,Tennessee,S,Purple,Winter,4.1,No,PayPal,Next Day Air,No,No,12.0,Cash,Monthly
2357.0,57.0,Male,Backpack,Accessories,58.0,Montana,M,Gray,Summer,3.0,No,Bank Transfer,Free Shipping,No,No,27.0,Debit Card,Quarterly
2358.0,53.0,Male,Shirt,Clothing,67.0,Michigan,L,Cyan,Fall,4.2,No,Bank Transfer,,No,No,40.0,Credit Card,Bi-Weekly
2359.0,53.0,Male,Sweater,Clothing,93.0,Texas,L,Pink,Spring,3.8,No,Bank Transfer,Standard,No,No,38.0,Credit Card,Quarterly
2360.0,19.0,Male,Scarf,Accessories,81.0,Pennsylvania,S,Gold,Spring,3.3,No,Venmo,2-Day Shipping,No,No,44.0,Bank Transfer,Every 3 Months
2361.0,49.0,Male,Handbag,Accessories,80.0,New York,L,Silver,Fall,4.7,,Debit Card,2-Day Shipping,No,No,27.0,Venmo,Every 3 Months
2362.0,44.0,Male,Scarf,Accessories,64.0,Alabama,M,Gray,Spring,4.3,No,Cash,2-Day Shipping,No,No,30.0,Credit Card,Every 3 Months
2363.0,27.0,Male,Jeans,Clothing,41.0,Virginia,M,Brown,Fall,2.7,No,Venmo,Standard,No,No,24.0,,Monthly
2364.0,60.0,Male,Socks,Clothing,79.0,Pennsylvania,XL,Pink,Winter,4.2,No,PayPal,Express,No,No,38.0,Cash,Bi-Weekly
2365.0,62.0,Male,Sunglasses,Accessories,60.0,Mississippi,L,Maroon,Winter,4.2,No,Credit Card,Free Shipping,No,No,,PayPal,Quarterly
2366.0,52.0,Male,Sneakers,Footwear,91.0,Wyoming,S,Peach,Winter,2.5,No,Cash,Next Day Air,No,No,32.0,Venmo,Monthly
2367.0,30.0,Male,Shoes,Footwear,66.0,New Mexico,L,Brown,Winter,3.6,No,PayPal,Express,No,No,32.0,Credit Card,Fortnightly
2368.0,66.0,Male,Socks,Clothing,85.0,North Dakota,,Green,Winter,3.4,No,Bank Transfer,Standard,No,No,28.0,Bank Transfer,Bi-Weekly
2369.0,29.0,Male,Sunglasses,Accessories,38.0,New Jersey,M,Lavender,Summer,3.3,No,Credit Card,Standard,No,No,6.0,Debit Card,Every 3 Months
2370.0,24.0,Male,Sweater,Clothing,23.0,Vermont,M,Cyan,,4.6,No,Debit Card,Standard,No,No,24.0,PayPal,Monthly
2371.0,51.0,Male,Shoes,Footwear,71.0,Alaska,M,Black,Spring,3.9,No,Debit Card,Store Pickup,No,No,38.0,Venmo,Weekly
2372.0,67.0,Male,Socks,Clothing,25.0,Indiana,M,Charcoal,Winter,3.7,No,PayPal,,No,No,28.0,Debit Card,Annually
2373.0,50.0,Male,Boots,Footwear,39.0,Alabama,XL,Silver,Spring,3.1,No,Debit Card,Express,No,No,9.0,PayPal,Fortnightly
2374.0,37.0,Male,Hoodie,Clothing,20.0,Michigan,M,Gray,Spring,,No,Bank Transfer,Express,No,No,21.0,Debit Card,Every 3 Months
2375.0,69.0,Male,Gloves,Accessories,73.0,Washington,L,Peach,Winter,4.7,No,Cash,Standard,No,No,31.0,Debit Card,Monthly
2376.0,60.0,Male,Backpack,Accessories,63.0,Virginia,L,Peach,Fall,2.9,No,PayPal,Next Day Air,No,No,18.0,Credit Card,Quarterly
2377.0,21.0,Male,Gloves,Accessories,94.0,Tennessee,XL,Cyan,Spring,4.1,No,Venmo,Express,No,No,5.0,Cash,Weekly
2378.0,44.0,Male,Blouse,Clothing,94.0,South Dakota,L,Magenta,Fall,4.0,No,Venmo,Next Day Air,No,No,22.0,Cash,Annually
2379.0,26.0,Male,Scarf,Accessories,71.0,New Hampshire,L,Teal,Summer,,No,Debit Card,Store Pickup,,No,37.0,PayPal,Bi-Weekly
2380.0,,Male,,Accessories,77.0,South Dakota,M,Peach,Spring,4.0,No,Credit Card,2-Day Shipping,No,No,22.0,Debit Card,Monthly
2381.0,41.0,Male,Scarf,Accessories,66.0,Pennsylvania,,Black,Fall,2.5,No,Credit Card,Next Day Air,No,No,36.0,PayPal,Fortnightly
2382.0,62.0,Male,Sandals,Footwear,23.0,Wisconsin,M,Teal,Summer,4.5,No,Bank Transfer,Free Shipping,,No,23.0,PayPal,Annually
2383.0,39.0,Male,Sweater,Clothing,60.0,California,M,Turquoise,Spring,3.9,No,Debit Card,Express,No,No,44.0,Debit Card,Weekly
2384.0,53.0,Male,Backpack,Accessories,72.0,Rhode Island,L,Gold,Spring,4.9,No,,2-Day Shipping,No,No,25.0,Bank Transfer,Annually
2385.0,24.0,Male,Blouse,Clothing,35.0,Alabama,L,Green,Winter,3.3,No,Debit Card,2-Day Shipping,No,No,40.0,PayPal,Quarterly
2386.0,41.0,Male,Scarf,Accessories,31.0,Oklahoma,M,Brown,Fall,3.8,,Venmo,Express,No,No,12.0,PayPal,Weekly
2387.0,19.0,Male,Socks,Clothing,33.0,Illinois,L,Blue,,2.9,No,Credit Card,Standard,No,No,,Venmo,Monthly
2388.0,36.0,Male,Hat,Accessories,95.0,Tennessee,M,Gold,,4.0,No,Credit Card,2-Day Shipping,No,No,14.0,Debit Card,Monthly
2389.0,21.0,Male,Dress,Clothing,68.0,Alabama,M,Peach,Fall,4.1,No,Credit Card,Store Pickup,No,No,10.0,Debit Card,Annually
2390.0,25.0,Male,Coat,Outerwear,87.0,Kansas,M,Violet,Spring,3.1,No,Cash,Store Pickup,No,No,17.0,Bank Transfer,Every 3 Months
2391.0,65.0,Male,Shirt,Clothing,64.0,Arizona,XL,Yellow,Winter,4.6,No,Debit Card,Express,No,No,24.0,Debit Card,Fortnightly
2392.0,42.0,Male,Shirt,Clothing,74.0,Michigan,M,Black,Winter,4.6,No,PayPal,Next Day Air,No,No,31.0,Bank Transfer,Quarterly
2393.0,40.0,Male,Jeans,Clothing,62.0,Missouri,L,Silver,Spring,2.6,No,Cash,2-Day Shipping,No,No,36.0,Cash,Annually
2394.0,58.0,Male,Socks,Clothing,97.0,Louisiana,M,Brown,Winter,5.0,No,Debit Card,2-Day Shipping,No,No,38.0,PayPal,Every 3 Months
2395.0,40.0,Male,Sandals,Footwear,47.0,Connecticut,L,Peach,Fall,2.9,No,Cash,2-Day Shipping,No,No,23.0,Debit Card,Fortnightly
2396.0,62.0,Male,Blouse,Clothing,83.0,Connecticut,M,Cyan,Winter,3.5,No,Debit Card,2-Day Shipping,No,No,,PayPal,Bi-Weekly
2397.0,38.0,Male,Shirt,Clothing,82.0,Oregon,M,Olive,,3.7,No,Credit Card,2-Day Shipping,No,No,20.0,Venmo,Weekly
2398.0,37.0,Male,Sunglasses,,26.0,West Virginia,L,Black,Fall,2.9,No,Bank Transfer,Store Pickup,No,No,41.0,Venmo,Monthly
2399.0,65.0,Male,Jacket,Outerwear,81.0,Florida,M,Orange,Winter,4.3,No,PayPal,Free Shipping,No,No,44.0,Bank Transfer,Fortnightly
2400.0,55.0,Male,Dress,Clothing,44.0,New Hampshire,L,Beige,Spring,3.2,No,Debit Card,Store Pickup,No,No,31.0,Cash,Monthly
2401.0,43.0,Male,Sunglasses,Accessories,88.0,Oregon,M,Peach,Winter,4.2,No,PayPal,Next Day Air,No,No,11.0,Credit Card,Bi-Weekly
2402.0,43.0,Male,Boots,Footwear,76.0,Oregon,M,Pink,Winter,4.2,No,Cash,Standard,No,No,25.0,PayPal,Bi-Weekly
2403.0,45.0,Male,Scarf,,89.0,Utah,M,Brown,Winter,3.8,No,PayPal,Free Shipping,No,No,31.0,Cash,Weekly
2404.0,64.0,Male,,Clothing,22.0,Missouri,M,Magenta,Fall,4.4,No,Bank Transfer,Standard,No,No,40.0,Debit Card,Weekly
2405.0,28.0,Male,Shorts,Clothing,33.0,West Virginia,L,Cyan,Winter,3.1,No,Venmo,2-Day Shipping,No,No,23.0,Credit Card,Bi-Weekly
2406.0,69.0,Male,Jeans,Clothing,97.0,California,XL,Silver,Fall,5.0,No,Venmo,Standard,No,No,5.0,Debit Card,Quarterly
2407.0,54.0,Male,Scarf,Accessories,57.0,California,M,Indigo,Winter,4.7,No,Venmo,Standard,No,No,26.0,PayPal,Weekly
2408.0,52.0,Male,Shorts,,38.0,Illinois,M,Beige,Summer,3.0,No,Credit Card,Express,No,No,11.0,Credit Card,Bi-Weekly
2409.0,23.0,Male,Sneakers,Footwear,55.0,Hawaii,,Black,Fall,4.2,No,PayPal,Next Day Air,No,No,44.0,Debit Card,Every 3 Months
2410.0,26.0,Male,Jewelry,Accessories,37.0,Washington,L,Yellow,Spring,3.0,No,Credit Card,Store Pickup,No,No,47.0,Cash,Every 3 Months
2411.0,48.0,Male,Shoes,Footwear,43.0,Wisconsin,M,Maroon,Summer,3.7,No,Venmo,Free Shipping,No,No,46.0,PayPal,Monthly
13220.850651464512,49.0,Male,Hoodie,Clothing,96.0,Virginia,M,Cyan,Summer,2.7,No,Debit Card,Free Shipping,No,No,35.0,Cash,Every 3 Months
2413.0,53.0,Male,Jacket,,51.0,Oregon,M,Pink,Winter,4.3,No,Debit Card,2-Day Shipping,No,No,8.0,Bank Transfer,Bi-Weekly
2414.0,69.0,Male,Shorts,Clothing,95.0,Pennsylvania,XL,Violet,Fall,2.7,No,Bank Transfer,2-Day Shipping,No,No,30.0,Bank Transfer,Weekly
2415.0,26.0,Male,Socks,Clothing,26.0,Virginia,M,Lavender,Summer,3.7,No,PayPal,Next Day Air,No,No,14.0,Credit Card,Bi-Weekly
2416.0,21.0,Male,Coat,Outerwear,34.0,Hawaii,XL,Lavender,Fall,4.3,No,Cash,Standard,No,No,30.0,Bank Transfer,Weekly
2417.0,59.0,,Sandals,Footwear,83.0,Nebraska,S,Black,Summer,4.0,No,Cash,Next Day Air,No,No,26.0,Credit Card,Every 3 Months
2418.0,21.0,Male,Backpack,Accessories,24.0,Alaska,M,Olive,Fall,3.3,No,Bank Transfer,Standard,No,No,32.0,Venmo,Fortnightly
2419.0,22.0,Male,Pants,Clothing,69.0,Michigan,S,Indigo,Fall,4.0,No,Bank Transfer,Next Day Air,No,No,47.0,Cash,Every 3 Months
,26.0,Male,Sweater,,40.0,North Carolina,M,Blue,Fall,2.7,No,Venmo,Next Day Air,No,No,11.0,Credit Card,Every 3 Months
2421.0,41.0,Male,Jacket,Outerwear,87.0,,S,Green,Winter,4.2,No,PayPal,Free Shipping,No,,28.0,PayPal,Annually
2422.0,37.0,Male,Sneakers,Footwear,46.0,Minnesota,L,Pink,Spring,4.6,No,PayPal,Standard,No,No,2.0,Debit Card,Every 3 Months
2423.0,30.0,Male,Jewelry,Accessories,82.0,Georgia,M,,Winter,4.8,No,Credit Card,Store Pickup,No,No,45.0,Credit Card,Weekly
2424.0,49.0,Male,,Accessories,81.0,West Virginia,M,Purple,Summer,2.8,No,PayPal,Free Shipping,No,No,7.0,Credit Card,Every 3 Months
2425.0,49.0,Male,Jewelry,Accessories,57.0,Delaware,M,Peach,Winter,4.5,No,Debit Card,Next Day Air,No,No,28.0,Bank Transfer,Bi-Weekly
2426.0,58.0,Male,Shoes,,49.0,North Dakota,S,Olive,Summer,3.0,No,Venmo,2-Day Shipping,No,No,34.0,Bank Transfer,Quarterly
2427.0,70.0,Male,Jacket,Outerwear,42.0,Florida,M,Olive,Fall,4.6,No,Venmo,Free Shipping,No,No,26.0,Debit Card,Every 3 Months
2428.0,27.0,Male,Jacket,Outerwear,26.0,Oregon,M,Purple,Spring,3.3,No,Debit Card,Standard,No,No,45.0,Cash,Quarterly
2429.0,,Male,T-shirt,Clothing,,Idaho,M,Violet,Spring,4.4,No,PayPal,Next Day Air,,No,34.0,Debit Card,Annually
2430.0,57.0,Male,Sneakers,Footwear,57.0,,XL,Maroon,,4.4,No,PayPal,,No,No,47.0,Credit Card,Fortnightly
2431.0,20.0,Male,Jacket,Outerwear,100.0,North Dakota,XL,White,Summer,4.3,No,Cash,Express,No,No,42.0,Cash,Quarterly
2432.0,34.0,Male,Hoodie,Clothing,73.0,Alabama,S,Olive,Fall,3.4,No,Cash,Express,No,No,27.0,Bank Transfer,Every 3 Months
2433.0,59.0,Male,Jacket,Outerwear,66.0,Hawaii,M,Peach,Winter,2.8,No,PayPal,Store Pickup,No,No,43.0,Venmo,Monthly
2434.0,54.0,Male,T-shirt,Clothing,73.0,Oregon,M,Blue,Spring,3.4,No,Cash,Standard,No,No,16.0,Cash,Bi-Weekly
2435.0,36.0,Male,Gloves,Accessories,45.0,Utah,M,Brown,Spring,5.0,No,Cash,Store Pickup,No,No,40.0,Credit Card,Monthly
2436.0,21.0,Male,Sneakers,Footwear,27.0,Hawaii,S,Black,Fall,4.5,No,Cash,Free Shipping,No,No,29.0,Cash,Bi-Weekly
2437.0,52.0,Male,T-shirt,Clothing,24.0,Connecticut,M,Yellow,Fall,2.7,No,Credit Card,,No,No,38.0,Credit Card,Quarterly
2438.0,43.0,Male,Sneakers,Footwear,59.0,Wyoming,XL,Magenta,Winter,3.4,No,Credit Card,Store Pickup,No,No,34.0,Credit Card,Weekly
2439.0,32.0,,Jeans,Clothing,20.0,Delaware,S,Cyan,Winter,3.4,No,Cash,Express,No,No,30.0,Venmo,Weekly
2440.0,55.0,Male,Handbag,Accessories,44.0,Arkansas,M,Maroon,Summer,2.8,No,Cash,Standard,No,No,45.0,Bank Transfer,Annually
2441.0,31.0,Male,Socks,Clothing,90.0,Indiana,M,Red,Spring,4.7,No,Bank Transfer,Standard,No,No,47.0,Bank Transfer,Annually
2442.0,45.0,Male,Jewelry,Accessories,36.0,California,M,Black,Fall,4.7,No,Credit Card,Free Shipping,No,,5.0,Credit Card,Monthly
2443.0,53.0,Male,Blouse,Clothing,95.0,Wyoming,L,Violet,Winter,4.7,No,PayPal,Free Shipping,No,No,50.0,Debit Card,Bi-Weekly
2444.0,24.0,Male,Backpack,Accessories,,South Dakota,M,Green,Spring,3.4,No,Venmo,2-Day Shipping,No,No,24.0,Bank Transfer,Bi-Weekly
2445.0,47.0,Male,Scarf,Accessories,65.0,West Virginia,S,Gold,Fall,3.7,No,Cash,Express,No,No,15.0,Debit Card,Bi-Weekly
2446.0,63.0,Male,Scarf,Accessories,96.0,Tennessee,M,Brown,Summer,4.1,No,PayPal,Store Pickup,No,No,50.0,Cash,Weekly
2447.0,38.0,Male,Shirt,Clothing,65.0,Alaska,L,Peach,Spring,2.9,No,Cash,2-Day Shipping,No,No,7.0,Credit Card,Monthly
2448.0,59.0,Male,Pants,Clothing,47.0,South Dakota,L,Peach,Fall,3.2,No,Venmo,Store Pickup,No,No,10.0,,Fortnightly
2449.0,54.0,Male,Hat,Accessories,25.0,Tennessee,S,Violet,Fall,3.0,No,Bank Transfer,Free Shipping,No,No,38.0,PayPal,Bi-Weekly
2450.0,26.0,Male,Coat,Outerwear,56.0,Alabama,S,Violet,Fall,4.1,No,Debit Card,Express,No,No,31.0,,Fortnightly
2451.0,68.0,Male,T-shirt,Clothing,76.0,North Carolina,M,Magenta,Fall,4.5,No,Venmo,Standard,No,No,7.0,Venmo,Quarterly
,41.0,Male,Socks,Clothing,60.0,Oklahoma,M,Purple,Fall,3.4,No,Debit Card,Store Pickup,No,No,27.0,Venmo,Monthly
2453.0,68.0,Male,Shirt,Clothing,67.0,New York,L,Purple,Winter,4.1,No,Venmo,Express,No,No,45.0,Bank Transfer,Every 3 Months
2454.0,21.0,Male,Sweater,Clothing,95.0,Iowa,XL,Cyan,,4.6,No,PayPal,Store Pickup,No,No,13.0,Cash,Annually
2455.0,32.0,Male,Gloves,Accessories,72.0,Alaska,M,Magenta,Winter,4.6,No,Bank Transfer,Express,No,No,33.0,Venmo,Annually
2456.0,20.0,Male,Belt,Accessories,98.0,Alaska,L,Lavender,Spring,3.4,No,PayPal,Express,No,No,25.0,Cash,Every 3 Months
2457.0,59.0,,Jeans,Clothing,83.0,Nebraska,M,Green,Winter,3.3,No,Credit Card,2-Day Shipping,No,No,5.0,PayPal,Monthly
2458.0,53.0,Male,Handbag,Accessories,37.0,Delaware,M,Maroon,Fall,3.6,No,PayPal,2-Day Shipping,No,No,23.0,Cash,Quarterly
2459.0,66.0,Male,T-shirt,Clothing,85.0,Texas,L,Turquoise,Fall,4.6,No,Bank Transfer,Free Shipping,No,No,17.0,Bank Transfer,Weekly
2460.0,47.0,Male,Socks,Clothing,36.0,Missouri,L,Violet,Fall,4.3,No,PayPal,2-Day Shipping,No,No,14.0,Cash,Weekly
2461.0,58.0,Male,Jeans,Clothing,36.0,Maine,S,Lavender,Winter,4.0,No,Venmo,Store Pickup,No,No,28.0,Credit Card,
2462.0,28.0,Male,Scarf,Accessories,86.0,Pennsylvania,L,Red,Summer,4.8,No,PayPal,Next Day Air,No,No,19.0,Credit Card,Weekly
2463.0,68.0,Male,Pants,Clothing,99.0,Missouri,XL,Orange,Spring,4.3,No,Venmo,Standard,No,No,31.0,Bank Transfer,Bi-Weekly
2464.0,60.0,Male,Blouse,Clothing,21.0,Mississippi,XL,Indigo,Summer,3.3,No,Bank Transfer,Standard,No,No,25.0,Cash,Bi-Weekly
2465.0,47.0,Male,Jacket,Outerwear,84.0,Hawaii,L,Teal,Winter,2.8,No,Debit Card,Express,No,No,4.0,Cash,Bi-Weekly
2466.0,18.0,Male,Sandals,Footwear,63.0,Texas,M,Brown,Spring,4.4,No,Cash,Free Shipping,No,No,20.0,Bank Transfer,Weekly
